rep,alpha,draws,method,capture,hit_rate,lift,brier,selected_cells
0,10.0,500,Direct cell,0.10976837865055387,0.28608923884514437,2.191622195261846,0.06219802332807786,23
0,10.0,500,Parent cell,0.12588116817724068,0.32808398950131235,2.5133282055755113,0.012053181028958278,21
0,10.0,500,Hierarchical shrinkage,0.14300100704934543,0.37270341207349084,2.8551408415337813,0.010718387299264987,22
1,10.0,500,Direct cell,0.11521739130434783,0.38405797101449274,2.3004515858013024,0.05382633703992491,25
1,10.0,500,Parent cell,0.09420289855072464,0.3140096618357488,1.8808723657494926,0.018934472589096637,22
1,10.0,500,Hierarchical shrinkage,0.13695652173913042,0.45652173913043476,2.7344990548204158,0.015299634362137259,22
2,10.0,500,Direct cell,0.11150442477876106,0.30656934306569344,2.230088495575221,0.05745373647838538,24
2,10.0,500,Parent cell,0.08761061946902655,0.24087591240875914,1.752212389380531,0.015150154887066416,22
2,10.0,500,Hierarchical shrinkage,0.10176991150442478,0.2798053527980535,2.0353982300884956,0.013397967661088916,24
3,10.0,500,Direct cell,0.15111940298507462,0.413265306122449,3.022002551020408,0.05655539157583076,24
3,10.0,500,Parent cell,0.1259328358208955,0.34438775510204084,2.5183354591836733,0.013247574271195365,20
3,10.0,500,Hierarchical shrinkage,0.16884328358208955,0.461734693877551,3.3764349489795915,0.010522181684602632,22
4,10.0,500,Direct cell,0.11330362826225335,0.42788461538461536,2.2658002007540516,0.057258916184830894,21
4,10.0,500,Parent cell,0.1514958625079567,0.5721153846153846,3.0295530774127206,0.019853327028038235,18
4,10.0,500,Hierarchical shrinkage,0.15722469764481223,0.59375,3.144116008911521,0.017658116903648408,18
5,10.0,500,Direct cell,0.11759799833194329,0.3560606060606061,2.34631763843607,0.05406445722014222,26
5,10.0,500,Parent cell,0.09257714762301918,0.2803030303030303,1.847101119619885,0.017780917658685325,20
5,10.0,500,Hierarchical shrinkage,0.11843202668890743,0.35858585858585856,2.3629581890632765,0.01607434361810696,20
6,10.0,500,Direct cell,0.14102564102564102,0.4156171284634761,2.8187366789381905,0.048317724932593245,26
6,10.0,500,Parent cell,0.1264957264957265,0.37279596977329976,2.528321384744559,0.015035132184179482,19
6,10.0,500,Hierarchical shrinkage,0.13076923076923078,0.3853904282115869,2.6137376477426857,0.012337500791701572,19
7,10.0,500,Direct cell,0.09028960817717206,0.26903553299492383,1.8057921635434409,0.05851103282957194,25
7,10.0,500,Parent cell,0.12862010221465076,0.383248730964467,2.572402044293015,0.01440970974802726,20
7,10.0,500,Hierarchical shrinkage,0.14565587734241908,0.434010152284264,2.9131175468483814,0.011835640524774284,21
8,10.0,500,Direct cell,0.11398040961709706,0.3160493827160494,2.274823829469125,0.056398395624872845,23
8,10.0,500,Parent cell,0.09528049866429207,0.2641975308641975,1.9016105449468466,0.014367365575148651,25
8,10.0,500,Hierarchical shrinkage,0.13268032056990206,0.36790123456790125,2.6480371139914034,0.01184622726655637,23
9,10.0,500,Direct cell,0.13933547695605572,0.3403141361256545,2.7852505288912086,0.05315980245674741,24
9,10.0,500,Parent cell,0.12433011789924973,0.3036649214659686,2.4853004719336935,0.011738913102379992,23
9,10.0,500,Hierarchical shrinkage,0.15434083601286175,0.3769633507853403,3.0852005858487233,0.010107399390386804,21
10,10.0,500,Direct cell,0.14646464646464646,0.3785900783289817,2.9243215444259834,0.057487689040680245,24
10,10.0,500,Parent cell,0.1414141414141414,0.36553524804177545,2.8234828704802597,0.011108373762771342,22
10,10.0,500,Hierarchical shrinkage,0.1414141414141414,0.36553524804177545,2.8234828704802597,0.009312839445699333,21
11,10.0,500,Direct cell,0.16448032290615539,0.41794871794871796,3.2837020362751947,0.05674528538919973,25
11,10.0,500,Parent cell,0.1170534813319879,0.29743589743589743,2.336867706797071,0.014707911863652024,22
11,10.0,500,Hierarchical shrinkage,0.18668012108980828,0.47435897435897434,3.7269010841160184,0.01126914187992304,23
12,10.0,500,Direct cell,0.11252115059221658,0.33585858585858586,2.247297424327881,0.05264384999170088,25
12,10.0,500,Parent cell,0.11590524534686972,0.34595959595959597,2.31488531678887,0.014705032363331321,23
12,10.0,500,Hierarchical shrinkage,0.14805414551607446,0.44191919191919193,2.9569702951682646,0.012208911797644755,23
13,10.0,500,Direct cell,0.12878787878787878,0.34782608695652173,2.569828722002635,0.05977840238741452,24
13,10.0,500,Parent cell,0.13257575757575757,0.35805626598465473,2.645411919708595,0.013645199664791772,22
13,10.0,500,Hierarchical shrinkage,0.1543560606060606,0.41687979539641945,3.080015306517864,0.011473920179657635,22
14,10.0,500,Direct cell,0.08679593721144968,0.23558897243107768,1.73548367687455,0.0637791170722425,26
14,10.0,500,Parent cell,0.08956602031394276,0.24310776942355888,1.7908714537960781,0.01440683612559821,24
14,10.0,500,Hierarchical shrinkage,0.10803324099722991,0.2932330827067669,2.1601232999395994,0.013189957958281628,24
15,10.0,500,Direct cell,0.15257531584062195,0.3954659949622166,3.0515063168124397,0.05361965706666094,22
15,10.0,500,Parent cell,0.20602526724975703,0.5340050377833753,4.1205053449951405,0.010444435541845263,17
15,10.0,500,Hierarchical shrinkage,0.20602526724975703,0.5340050377833753,4.1205053449951405,0.008405283819344005,17
16,10.0,500,Direct cell,0.13850063532401524,0.2898936170212766,2.768907648219741,0.05971113959415895,23
16,10.0,500,Parent cell,0.16010165184243966,0.3351063829787234,3.200755630052178,0.013015305934113645,21
16,10.0,500,Hierarchical shrinkage,0.17407878017789072,0.36436170212765956,3.480186677120225,0.010854688525043055,20
17,10.0,500,Direct cell,0.16182937554969218,0.4634760705289673,3.2325112043049344,0.055569044886217916,25
17,10.0,500,Parent cell,0.11081794195250659,0.31738035264483627,2.2135674551218574,0.019052744892463128,23
17,10.0,500,Hierarchical shrinkage,0.1468777484608619,0.42065491183879095,2.9338552778202396,0.015288101028959885,25
18,10.0,500,Direct cell,0.13905079100749376,0.42710997442455245,2.775325762205835,0.05794443106573926,22
18,10.0,500,Parent cell,0.13238967527060783,0.40664961636828645,2.642376025094178,0.016152617671845296,22
18,10.0,500,Hierarchical shrinkage,0.1906744379683597,0.5856777493606138,3.8056862248211742,0.013019953094149578,19
19,10.0,500,Direct cell,0.13765541740674955,0.3875,2.7527642095914744,0.05066537553105302,24
19,10.0,500,Parent cell,0.15808170515097691,0.445,3.161238898756661,0.013091460068962087,19
19,10.0,500,Hierarchical shrinkage,0.15719360568383658,0.4425,3.1434791296625226,0.010508244756588441,19
20,10.0,500,Direct cell,0.13076199435559738,0.35917312661498707,2.6152398871119473,0.051530209965417656,25
20,10.0,500,Parent cell,0.1571025399811853,0.4315245478036176,3.142050799623707,0.013312400297350572,19
20,10.0,500,Hierarchical shrinkage,0.15522107243650046,0.4263565891472868,3.1044214487300095,0.011373875617616606,19
21,10.0,500,Direct cell,0.12307692307692308,0.37017994858611825,2.4605892821831126,0.052850848814186266,24
21,10.0,500,Parent cell,0.15384615384615385,0.46272493573264784,3.075736602728891,0.014937014033870313,20
21,10.0,500,Hierarchical shrinkage,0.15042735042735042,0.4524421593830334,3.007386900446026,0.012718415219450278,22
